Country Name,Country Code,Series Name,Series Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Canada,CAN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,867121689189.495,890167242008.604,930171796213.96,955122057570.817,971253698607.852,1012824977566.98,1052253104690.22,1106349473421.66,1163199674646.76,1185010810019.45,1220552310131.93,1242600185625.17,1281025904373.69,1322152656328.7,1357030300358.29,1384848127059.22,1398632992699.8,1357861634788.53,1399830508747.17,1443745912933.41,1469093201563.91,1503261570659.63,1546457292386.53,1556508816217.14,1572673953080.04,1620386284372.81,1664832887596.13,1696605089927.38,1611126164920.14,1696305710720.04,1761102321572.64
Cayman Islands,CYM,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4633485653.94262,4780025440.10176,4762941571.76629,4419986799.9472,4299956079.82432,4350225240.90096,4403722294.88918,4460060480.24192,4578454033.81614,4708167232.66893,4860710642.84257,5015477901.91161,5229501758.00703,5434269977.07991,5156680186.72075,5364425497.70199,5561542246.16898
Central African Republic,CAF,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,0.1731481481,0.1898148148,0.2064814815,0.2231481481,0.2398148148,0.2564814815,0.2731481481,0.2898148148,0.3064814815,0.3123148148,0.3181481481,0.3239814815,0.3298148148,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,0.3356481481,..,..
Central African Republic,CAF,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,8.53086470231477,8.3960175599728,8.26170337509347,8.1277888097269,7.99427543453696,7.86378242326338,7.73617229496012,7.61142944035955,7.48929311659285,7.36962769554587,7.25241332361953,7.13739945787107,7.02456234088729,6.91376367985524,6.80476202389028,6.6975310443207,6.59203554548991,6.48793757270195,6.38520696907848,6.28371097133331,6.18331816252162,6.08389794486466,6.12644463898753
Central African Republic,CAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1389164942.66891,1393822474.94131,1462119071.07866,1567392310.30149,1504695160.78436,1584443041.5758,1658914120.44075,1718634612.46088,1675850364.88825,1750672710.15363,1813986527.35151,1716076872.67107,1818953694.45096,1835473623.16461,1923045637.77901,2011650635.80801,2052972574.3655,2229266675.80904,2332499967.93604,2430339369.3364,2553162918.71416,1624016454.05115,1625333052.55944,1695825714.19282,1776382808.69192,1856804600.57752,1927167163.54408,1986909345.61394,2004791529.66202,2024497026.56538,2034662228.58546
Chad,TCD,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,2.007411859,2.2321364183,2.4568609776,2.6815855369,2.9063100962,3.1310346554,3.3557592147,3.580483774,3.8052083333,4.0055338542,4.205859375,4.235546875,4.265234375,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,4.294921875,..,..
Chad,TCD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,5.52087398982528,5.55436340416389,5.58659704293732,5.61782060007602,5.6479144514591,5.67687951850081,5.70471778217889,5.73155994162129,5.75715062160439,5.78161943507538,5.80736452502077,5.83446366674926,5.86313031273531,5.89331093255252,5.92508772122563,5.95868406195704,5.99418883763358,6.0316936003997,6.07143584248856,6.11336834894452,6.15788313789912,6.20493818300672,6.24704860480126
Chad,TCD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2931969982.99535,2471362276.45237,2721881493.43342,2755538900.44635,2816559566.35669,2975790728.79137,3182655199.36302,3160922431.41833,3133116396.56012,3498379324.94686,3795434053.69194,4354185216.74044,5818470354.42317,6826958691.46941,6871215271.38414,7096007050.05185,7312626256.37665,7621050568.71865,8653710607.33726,8660881919.87498,9430191344.88826,9967712380.06707,10655483043.6524,10950392256.9543,10265387503.3572,9958586279.1443,10195006881.7944,10526057301.7412,10357639675.7671,10233348981.0847,10462164584.339
Channel Islands,CHI,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,5.1516659894,5.4262567481,5.7009490915,5.9755906426,6.2502321936,6.5248737447,6.7995152958,7.0741568468,7.3487983979,7.6221764889,7.89555458,8.1599741685,8.4333459105,8.7067176525,8.9800893946,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,8.982121089,..,..
Chile,CHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,92.0930265397315,92.5939094976499,93.0706286963931,93.4761730857816,93.8845755309309,94.2947464357848,94.7076424957526,95.1225882108195,95.5400867626514,95.9595503190944,96.3809737725732,96.8047465803339,97.2304063276018,97.6580967341943,98.0877635800852,98.3824735679149,98.57763488943,98.7702384337868,98.7713670184763,98.7713665442106,98.7713706847373,98.7713676396397,98.7713643041914
Chile,CHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,86033645570.0678,91702216494.85,96315019535.2754,104919125196.922,112056685776.986,120339623821.761,125370887061.407,125027832950.762,131243743560.348,135383217068.298,139719269580.07,146318553367.333,156084225513.219,165194933110.731,175189211413.976,184243394524.547,191225100455.441,189087132634.086,200151851754.47,212609096424.814,225695909225.262,233163076989.911,237342873662.242,242450355827.827,246700604504.172,250050047208.954,260027117795.385,261959457397.964,245861402072.6,274719214659.448,281423471715.402
China,CHN,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,30800000,150000000,149300000,211400000,272000000,203200000,72400000,242260000,917650000,662200000,603380000,1007319000,604261030,1901875470,973613580,512430000,639700000,591630000,273960000,169340000,352820000,774050000,950170000,1426080000,1627080000,3326340000,2312270000,3654630000,937080000
China,CHN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,37.7538549929,38.3722119163,38.6382653732,38.9043188301,39.170372287,39.436425744,39.7024792009,39.9685326578,40.2345861147,40.2813280554,40.3280699961,40.3748119367,40.4215538774,40.4682958181,41.4834723419,41.5345963395,42.0750500285,42.5935934328,42.8587078775,43.4553979638,43.7329282365,44.0250653657,43.3385431121,43.2216882605,44.1141671901,43.5444997882,43.3027563138,43.9754020537,41.5185287974,..,..
China,CHN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1282219705614.9,1460239618600.69,1650608234073.16,1831415106313.32,2013138309678.27,2199087464305.44,2371626806406.24,2553332587339.78,2770112908910.8,3001022137975.68,3275124419970.88,3603882407660.62,3968365429308.67,4420544471455.51,4982879973774.34,5691986693352.65,6241302053203.15,6827904909025.13,7554112071655.21,8275592638220.64,8926363432837.86,9619598215267.82,10333926843387.4,11061572618594.8,11819153423314,12640253743683.8,13493442283238.1,14296369668095.8,14616413683107.3,15851276922881.8,16325084918817.2
Colombia,COL,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,3000000,83000000,100000000,65000000,70000000,42000000,..,150700000,55300000,51000000,15280000,305000000,..,..,..,..,..,..,129000000,..,..,..,..,..,..,..,..,..
Colombia,COL,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,1.1595808383,1.2348802395,1.3100673653,1.3853106287,1.4605538922,1.5357971557,1.6110404192,1.6862836826,1.7619760479,2.0644526103,2.3679770769,2.6715015434,2.97502601,3.2785504766,3.5820749431,3.8855994097,4.1891238763,4.1262925219,4.0634611677,4.2267774746,4.3586331976,..,..
Colombia,COL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,68.5495180186544,68.8641708171215,69.1752616173546,69.4828061807332,69.7863824437527,70.0860124543181,70.3817298964061,70.6354233345572,70.8848352722594,71.129988451761,71.3704833631711,71.6063729113685,71.8381237323737,72.065357493291,72.2881015066443,72.5068379340233,72.7215997126754,72.9320062470848,73.1264378879352,73.2719193638744,73.413231097311,73.7198955424508,73.8560448264451
Colombia,COL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,127871346023.782,134757742201.693,142593449304.556,150011784516.028,153095808857.864,158347444710.22,159249683254.621,152554802297.045,157016818948.018,159651401496.227,163649041404.34,170061255813.584,179130660114.558,187780451762.203,200393418148.416,213896316811.025,220919487267.705,223437193211.954,233479933060.556,249701866608.632,259471791152.83,272793056096.732,285066097531.468,293492370228.844,299618678608.614,303691577678.501,311479214549.66,321405606694.913,298096310853.827,330935176579.216,354949695739.658
Comoros,COM,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,..,..
Comoros,COM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,543194886.818688,559523658.135383,529998808.876193,549132859.961926,542039771.619672,563884807.356156,571116719.067,582107338.965116,645253636.511299,660306804.422279,675658573.541168,689873562.62293,703116788.124569,723068063.56879,742207353.272206,748145326.415444,777806379.734383,803013067.869504,833349028.544209,867878901.332648,895376862.094199,935366607.154659,955071578.773227,966029599.801228,998106096.439597,1036191458.33886,1073934225.9047,1092843847.53678,1090706716.78283,1113744575.81227,1140337215.42949
"Congo, Dem. Rep.",COD,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,0.1580152672,0.1651842018,0.1723531364,0.179522071,0.1866910056,0.1938599403,0.2004646532,0.2070693661,0.213674079,0.2202787919,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,0.2268835048,..,..
"Congo, Dem. Rep.",COD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,12.2123267805683,12.2132374168815,12.2086613773517,12.198470762078,12.1825329393722,12.1619476934982,12.1371326820642,12.107874117823,12.0733617976337,12.0339797530418,11.9889309071555,11.9385724789709,11.8821214729561,11.8193690047971,11.7503722436099,11.6746408900037,11.5919584610528,11.5018570307964,11.4043739382468,11.2990478746874,11.1856662910631,11.3837135621712,11.5843357881251
"Congo, Dem. Rep.",COD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,24101047269.1386,20854865032.2402,20041525962.687,20181816409.8988,19975321585.7342,18853298464.0232,18547091854.4434,17755104912.179,16528062516.7262,16180944606.2133,16657920857.6924,17587070083.9155,18772152630.0713,19923852569.0654,20983996692.9237,22297485299.9942,23685703159.349,24361945145.7942,26093586500.1699,27887434695.4583,29863789011.1578,32396822644.9769,35464895084.4787,37917706497.1793,38827503534.0756,40274584268.021,42619016590.6593,44487659679.0188,45259708653.5116,48065880294.8504,52355494607.5628
"Congo, Rep.",COG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,0.0250596659,0.0252983294,0.0255369928,0.0257756563,0.0260143198,0.0262529833,0.0264916468,0.0267303103,0.0269689737,0.0272076372,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,0.0274463007,..,..
"Congo, Rep.",COG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,27.4222910128842,27.5830848552914,27.7818063411857,27.9804124988277,29.5763950242683,31.1952506737724,32.8366595630217,34.5007061970797,36.1879206039648,37.8980963565358,39.6314442165765,41.3869008348128,42.4285807175505,43.0132402114745,43.5985204056278,44.1840934285822,44.7696324671102,45.3548124526646,45.5356397165062,45.7164653525532,45.8968960933344,46.0765362516652,..
"Congo, Rep.",COG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5912392935.07278,5854470214.25286,5532879730.89125,5753382935.618,6000230769.47232,5962740598.46097,6185601174.85526,6025876621.02121,6482395852.47258,6728895560.2682,7037204811.38606,7094435870.09299,7341083270.89704,7910439995.76697,8542186589.41814,7977206812.21101,8480279464.56492,9467154082.12523,10407362282.7787,10636940302.5382,11695013044.116,11611693742.0383,12383414503.26,12434829581.0287,11354834360.6745,10719557072.0098,10472544410.1834,10590305771.1026,9926528916.29149,10027290229.26,10175228552.1736
Costa Rica,CRI,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9903088737,4.2083976109,4.6820648464,5.4505426621,4.987559727,4.1638225256,5.2110238908,5.3551706485,5.3516723549,..,..
Costa Rica,CRI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,76.4062353813744,76.7539586919257,77.0867143581572,77.4046626717899,77.7078495231556,77.996279227751,78.2704762052349,78.5306208742014,78.777118952601,79.0100240623419,79.2300399572182,79.4373879979204,79.6319515328466,79.8145510989427,79.9860262766625,80.1472155635111,80.2988811672934,80.4417707041206,80.525590360828,80.5206840136456,80.5160465668615,80.5116881112198,80.5075784878385
Costa Rica,CRI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,21046199579.2662,22539888610.4791,23558472573.2852,24537080462.9033,24868443805.534,26230281013.9409,28107138561.467,29291801376.4737,30425018595.5798,31487207677.9984,32563086642.8443,33968893662.6393,35471881195.2044,36882479564.9514,39584746510.5129,42836685682.0426,44866362761.2092,44474474850.2452,46858459461.7851,48921712048.9971,51310359848.4956,52590433318.8974,54453244251.2856,56441920821.0806,58814921623.3502,61260269009.4174,62862779083.6335,64382494196.5155,61631202099.096,66522107767.6722,69549856034.3503
Cote d'Ivoire,CIV,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192310000,..,..
Cote d'Ivoire,CIV,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,5.1050788091,5.2495621716,5.3940455342,5.5230589609,5.6520723876,5.7810858144,5.9100992411,6.0391126678,6.1681260946,6.2910683012,6.4140105079,6.5369527145,6.6598949212,6.7828371278,6.594473633,6.4015372641,6.2108873322,6.0236670558,5.8364467795,5.6492265032,5.4642926639,5.2759291691,5.0875656743,5.0875656743,5.0875656743,5.0875656743,5.0875656743,5.0875656743,5.0875656743,..,..
Cote d'Ivoire,CIV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,23.086655423663,23.563048593215,24.0067422283943,24.0859299166158,24.164870833197,24.2429225324484,24.3205097542301,24.3976310262985,24.4742852236951,24.5500512161242,24.6253454515468,24.700166779064,28.7375709803376,31.5056813067325,33.2507794211575,35.0107478443883,36.7854755505636,38.5754643830321,40.3810137249807,42.1515450758296,43.6416406173766,43.7664578960464,43.8921552555398
Cote d'Ivoire,CIV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22700739607.9196,22657044066.9006,22840839521.8472,24468419439.9844,26359663692.7965,28903065479.5637,30135465006.6527,30487103688.2118,30406072179.2554,29751121586.5607,28938759335.2031,27571152177.289,28449303913.4165,28732677633.1389,29541668753.6363,29867049487.2335,31295490701.921,32423167867.7787,34643522420.1076,32783010326.4561,35281210702.136,39077544168.9274,42739891585.932,45815005170.815,49101205370.571,52739979049.0187,55294253266.1217,58898491240.9124,59921923458.2845,64116458097.0154,68438760123.0596
Croatia,HRV,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,1.2750111161,1.3608587944,1.3492028203,1.3682589087,1.4103093438,1.4472463952,1.4742107603,1.5335704758,1.5006669631,1.4937750111,1.4695420187,1.5671409515,1.5371276123,1.5195642508,1.4804357492,1.4959982214,1.4962205425,1.4895509115,1.4784348599,..,..
Croatia,HRV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,85.1164078355147,85.168949071646,85.2101916675425,85.2516815437937,85.292927338925,85.3341709221267,85.375418818706,85.4166611736266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,33753660942.4264,35794835304.3032,38003155110.184,38857076814.6356,38524509473.8329,39663399792.0753,40901240711.3472,43281929258.2923,45705558649.0082,47616027559.4735,49667084541.0953,52188600673.8311,54837183541.4417,55940317618.9006,51902597375.2935,51257411059.5421,51214895965.5306,50016515133.1508,49818052792.5453,49606015318.9305,50857353544.2847,52669038859.7072,54459561789.4308,55995497411.6786,57899185639.442,52924821247.4399,60220479616.6656,64042742435.4191
Cuba,CUB,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,600000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,17.92878032,17.9462099057,17.9636394914,17.9810690771,17.9984986629,18.0159282486,18.0319816086,18.0494111943,18.0668407801,18.0842703658,18.1016999515,18.1191295372,16.9836573198,19.7414415964,20.8374333391,20.7085842078,21.7862262744,22.8638683411,23.9394460692,23.9394460692,23.9394460692,23.9394460692,23.9394460692,23.9394460692,23.9394460692,23.9394460692,..,..
Cuba,CUB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,41653408481.7606,35456139102.318,35710334910.446,36587809678.5467,39455836535.5649,40554060177.1593,40618600362.1102,43132386147.5887,45683563278.5995,47138598430.4616,47810239203.2308,49623557376.225,52487103646.4154,58366528733.1457,65408954114.9466,70159041951.1157,73047369063.91,74107509498.1477,75878940053.321,78005296225.1446,80357078126.4622,82564971264.2729,83429902609.353,87132800000,87579654548.8907,89164663930.9702,91169039692.7712,91020354637.1474,81054459000.2587,82070633423.4249,83527267339.326
Curacao,CUW,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,2881155232.956,2861109488.70189,2872469959.29505,2880748035.15219,2886753273.41984,2906280004.21469,2953824846.98841,3026783234.53941,3093010555.65515,3076577135.63657,3079109361.94443,3094765326.65816,3083966131.99718,3064361462.6739,3044829273.42015,3058779211.89831,3026120390.73989,2987500760.4188,2924640415.44914,2830872591.42199,2320226809.92198,2417298415.78417,2608023260.78954
Cyprus,CYP,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,29.1142700929,28.4308365227,27.5130828712,26.5953292197,25.6775755682,24.7598219167,23.8420682653,22.9243146138,22.0065609623,20.4951964383,23.3324220886,23.151995626,22.9715691635,22.7911427009,22.6107162384,22.4302897758,21.9382176052,25.1913613997,27.4603608529,30.1804264625,34.8961180973,28.2668124658,29.6610169492,31.7113176599,29.7977036632,29.5243302351,28.2941498086,31.5746309459,37.5888463641,..,..
Cyprus,CYP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,95.8530718305109,95.8530051421198,95.8530439729194,95.8455426044293,96.1054934482517,96.3654106331384,96.625296558312,96.8851539116552,97.1449809085214,97.4047825307923,97.6645477963551,97.9242829564088,98.1839966639997,98.4436533593412,98.7032591582429,98.9628141538222,99.2223052535276,99.4817456332683,99.741113800891,99.7651923631792,99.7651721581168,99.7651324768156,99.7650627352206
Cyprus,CYP,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10956310591.5336,11033004819.157,11683951960.1625,12661018856.4029,12819102005.2344,13157640982.9255,13961684258.8369,14659483712.4052,15533967406.4103,16147956872.5466,16749138282.3614,17188516102.6423,18052470037.6958,18928557101.5433,19820816852.1862,20831295663.1775,21590973851.2145,21155859082.2346,21582085266.9421,21668723945.6912,20921841582.9991,19550816931.6798,19193172056.6217,19842492366.5477,21123236843.8098,22359482804.3618,23632372770.8282,25012476142.5107,24164337972.1171,26559339984.9739,27902745979.2075
Czechia,CZE,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,23.0600760456,21.9604562738,20.8608365019,19.9076045627,37.9029805353,36.1256082725,34.3482360097,32.570863747,30.7934914842,29.0161192214,29.203163017,29.3902068127,29.5772506083,29.7642944039,29.9513381995,30.2311435523,29.6076642336,29.6684914842,28.6952554745,27.9866180049,25.0958029197,25.0912408759,24.3309002433,24.8600973236,24.7871046229,24.1788321168,22.901459854,20.7725060827,..,..
Czechia,CZE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,96.321859781025,96.3179218850059,96.435829369237,96.554070820316,96.6726853696249,96.7916669349274,96.9110206402679,97.0307252765234,97.1508266169912,97.2712848774396,97.3921285255564,97.513336972409,97.6355731996119,97.7582259753032,97.8804430500681,97.8807253473668,97.8810008546094,97.8813135588744,97.8816619040419,97.8820483219257,97.8824671997283,97.8829255452435,97.8834116268806
Czechia,CZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,105649737161.441,105715138858.682,108790719365.821,115863001168.759,120805040906.55,120178870877.585,119750353168.352,121407876416.485,126265440317.089,130107668072.565,132150170232.227,136886020631.13,143476070938.564,152947812388.841,163297687890.645,172393922455.409,177025133390.924,168780486813.354,172890126530.82,175933614512.933,174552528075.614,174472402052.95,178419147314.396,188033050459.881,192803983942.274,202769490319.63,209298846486.102,215640347578.637,203773728339.855,211013852329.895,215974795467.249
Denmark,DNK,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
